Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
"LILO of Mylsandra-Yeradanahalli at Keonics
(Electronic City)",State,D/C,KPTCL,7.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Shendra- Chitepimpalgaon line at
220 kV Shendra DMIC GIS s/s (UG cable)",State,D/C,MSETCL,12.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400 kV D/C Gadag PS-Narendra (New) line (Trans. Scheme for Solar Energy Zone in Gadag (1000MW)
Karnataka-Part-A Phase-I)",Private,D/C,RENEW,187.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Padghe (PG)-Ghatkopar/Vikroli 400 kV S/C
line at Navi Mumbai GIS(PG) (WRSS-XIX and NERS-IX)",Private,S/C,STERLITE,38.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Padghe (PG) - Kharghar 400 kV D/C (Quad) line
(WRSS-XIX and NERSS-IX)",Private,D/C,STERLITE,140.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Vapi-II-Sayali 220 kV D/C line (WRSS-XIX and
NERSS-IX)",Private,D/C,STERLITE,45.0,Sep-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Sikar II - Aligarh 765kV D/C line (Rajasthan (8.1
GW) under phase-II- Part D)",Central,D/C,PGCIL,513.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Sikar II - Neemrana 400kV D/C line (Twin HTLS)
(Rajasthan (8.1 GW) under phase-II- Part C)",Central,D/C,PGCIL,270.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 400kV VTS-IV Sattenapalli TMDC line at Thallayapalem and Temporary diversion of PGCIL VTS/Nunna-Nellore 3 and 4 Ckts. to avoid aerial
passage over 400/220kV GIS Thallayapalem",State,D/C,APTRANSCO,2.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Vemagiri - Kamavarapukota,State,D/C,APTRANSCO,116.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Talegaon -Kalwa at Vikroli (Intra state
TBCB)",State,D/C,MSETCL,24.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220kV D/C line from 220kv Meerpur Kurali to TSS
Rundhi as a deposit work of Indian Railway",State,D/C,HVPNL,25.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jerur- Karjat line,State,D/C,MSETCL,101.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Badaun(400 kV)- C.B. Ganj line at Badaun
Road",State,D/C,UPPTCL,1.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Bongaigaon (POWERGRID) - Nangalbibra (Twin
ACSR Moose) line",Private,D/C,STERLITE,246.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Xeldem - Mapusa (quad) line (G-TTPL -TBCB),Private,D/C,STERLITE,106.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Apta-Kalwa/Taloja at Navi Mumbai (PG),Private,D/C,STERLITE,5.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Xeldem (Existing) - Xeldem (New) Transmission line,Private,D/C,STERLITE,45.0,Oct-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Krishnagiri- Nansuralla Line,State,S/C,APTRANSCO,24.0,Nov-24,2024-25,Krishnagiri,Vellore,1,1,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Jammalamadugu (400 kV SS) to proposed
Bethamcherla (220 kV SS) in Kurnool District",State,D/C,APTRANSCO,151.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Banka(PG)-Goradih Transmission line,State,D/C,BSPTCL,65.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV U/G cable from Kashmiri Gate SS to 220
kV Timarpur (GIS) SS",State,D/C,DTL,10.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Sonepat to GIS Rai line (late reported
commissioned in May-2024)",State,D/C,HVPNL,51.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Allipura-Ragalapadu line at
Somasamudra SS",State,D/C,KPTCL,12.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Somanahalli-hoody line at Keonics
(Electronic City)",State,D/C,KPTCL,14.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV D/C Surpura-Banar line (late reported
commissioned in October-2024)",State,D/C,RVPNL,20.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Durgapur -DPL unit-8 line at AB
Zone 220 kV Substation.",State,D/C,WBSETCL,8.0,Nov-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Bhadla II - Sikar II 765 kV D/C line (Rajasthan (8.1
GW) under phase-II- Part C)",Central,D/C,PGCIL,618.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chandwa - Latehar (JUSNL) line,State,D/C,JUSNL,83.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 400 kV Rajwest-Kankani line at 400 kV
Pachpadra GSS",State,D/C,RVPNL,72.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of existing 220 kV Madanapalli-Palamaner
line to 220 kV Punganur S/S",State,D/C,APTRANSCO,5.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both circuits of 220 kV D/C Jambuva -
Karamsad line at Dhuvaran CCPP",State,D/C,GETCO,18.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV D/C Bajoli Holi to Lahal
Transmission Line at 220/66 kV Heiling S/S",State,D/C,HPPTCL,1.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Sec -72 Gurugram (PGCIL 400 kV SS) to
Sec -72 Gurugram (HVPNL 220 kV SS) ckt - IV at 220 kV Sec 15-II Gurugram220kV Sec 15-II Gurugram",State,D/C,HVPNL,16.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Powerloom metta to Parambayi,State,M/C,KSEB,1.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both circuits of Sidhi - Hindalco 220 kV
line at Bargawan (220 kV) S/s (TBCB)(late reported commissioned in Nov-2024)",State,D/C,MPPTCL,8.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Jalna - Chikhali line at 220 kV
Nagewadi S/s",State,D/C,MSETCL,3.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Balotra-Boranada line at 400 kV
Pachpadra GSS",State,D/C,RVPNL,18.0,Dec-24,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"RIL (Oil Refinery Jamnagar) GIS Jam Khabaliya
(GIS) PS line (Antitheft charged in April-2024)",Central,D/C,PGCIL,90.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of CKT-I of Patna (PG) - Barh (NTPC) at
Bakhtiyarpur SS",State,D/C,BSPTCL,21.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Pudhansandhai - Pugalur 230 kV Feeder
at Nallur SS",State,D/C,TANTRANSCO,12.0,Jan-25,2024-25,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Tajpur - Samastipur line (late reported antitheft
charged in Dec-24)",State,D/C,BSPTCL,41.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thakurganj-Kishanganj line (Antitheft Charged),State,D/C,BSPTCL,95.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV D/C Motigop Babarzar line (Babarzar
gantry to AP 7) - (charged by connecting to stopgap SS)",State,D/C,GETCO,5.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both circuits of Sidhi - Hindalco line at
Bargawan 220 kV S/s (Intrastate TBCB) (8 ckm reported earlier however revised to 17 ckm hence additional length considered in Jan-2025)",State,D/C,MPPTCL,9.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220kV Eklahare - Navsari line (ckt-I) at
220 kV Reliance Life science GIS SS",State,S/C,MSETCL,1.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Pachpadra (400kV GSS)- HRRL (Hindustan
Rajasthan Refinery Limited) line Ckt-I and Ckt-II",State,D/C,RVPNL,30.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of STPS - J K NAGAR line at 220 kV Asansol
SS",State,D/C,WBSETCL,63.0,Jan-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of CKT-II of Patna (PG) - Barh (NTPC) at
Bakhtiyarpur SS",State,D/C,BSPTCL,21.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Kamavarapukota (220 kV) - Nuziveedu
line at Kamavarapukota SS (400 kV)",State,S/C,APTRANSCO,3.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kurud-Rajim line (Ckt-I),State,D/C,CSPTCL,33.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Ghangapura (Nimbarga) SS to Sindagi (Aheri) SS
in Vijayapura Dist",State,D/C,KPTCL,112.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Halabarga SS to Santhpur SS,State,D/C,KPTCL,57.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Narsapur - Bowrampet line,State,MC+D/C,TSTRANSCO,149.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bachhrawan-Sirsira (400) line,State,D/C,UPPTCL,161.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Shatabdinagar- NCRTC RSS line,State,D/C,UPPTCL,5.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Unnao(400)- Ajgain TSS Line,State,S/C,UPPTCL,12.0,Feb-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"765 kV D/C Kurnool III (PS) - Kurnool (New) line
Part-A and Part-B",Central,D/C,PGCIL,226.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400 kV D/C Banaskantha - Sankhari Line (2nd
Ckt.) under Project - Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part-C",Central,S/C,PGCIL,44.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Navsari (New) (South Gujarat) (GIS)-Magarwada
(GIS) 400 kV D/C Line under Project - Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part-B",Central,D/C,PGCIL,192.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Raipur Pool - Dhamtari 400 kV D/C line under
Project WRES-XXVII (SPV Name POWERGRID
Raipur Pool Dhamtari Transmission Limited)",Central,D/C,PGCIL,176.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400 kV Vemagiri-Kamavarapukota TMDC line
from 400 kV Sub-Station Kamavarapukota from Loc No. AP 1/0 to Loc.No.AP 42/0 (102 Locations) (Balance portion)",State,D/C,APTRANSCO,71.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 400kV Shamli-Aligarh Line at THDC
Khurja Power Plant",State,D/C,UPPTCL,23.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Ottiyambakkam - Omega 2 at proposed
230/110 kV Mambakkam SS (by Laying of 230 kV DC UG cable for a route length of 2.30KM)",State,D/C,TANTRANSCO,5.0,Mar-25,2024-25,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Ottiyambakkam - Omega 2 at proposed 230/110kV Mambakkam SS (by overhead 230kV D/C line on M/C tower with zebra conductor (Loc
24 to Loc.150) for a route length of 19.918 km (OH portion)",State,D/C,TANTRANSCO,40.0,Mar-25,2024-25,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV AP Carbides - Settipalli D/C Line in
Kurnool Dist",State,D/C,APTRANSCO,57.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV D/C Wagra - Bharuch TSS (NHSRCL) line,State,D/C,GETCO,30.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both circuit of 220 kV PTPS-Jind D/C line
at 220 kV Nain SS",State,M/C,HVPNL,32.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt of 220kV D/C Samaypur-Palwal at
220kV Harfali",State,D/C,HVPNL,19.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400/220 kV BTPS(Kudithini) to Somasamudra S/s
for a distance of 20.387 Kms",State,D/C,KPTCL,41.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both circuit of 220KV B.Bagewadi-Lingasagur DC line to the proposed 220/110KV
Basarkod Sub-station for a distance of 9.623 kms",State,M/C,KPTCL,39.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220KV DC Kalmeshwar-Warud Phase-III,State,D/C,MSETCL,45.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Kumbhargaon - Kurunda line (Pkg-B),State,D/C,MSETCL,57.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV line from 400 kV Solapur PG to 220 kV
Bale S/S (Balance M/C works from loc 37A to Bale SS)",State,D/C,MSETCL,27.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Balance work of 220 kV SC Karad- Koyna line
(from loc 144 to 157)",State,S/C,MSETCL,4.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV M/C Tarapur-Borivali and Boisar-
Ghodbandar line at Kudus (400 kV SS)",State,M/C,MSETCL,126.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV D/C Baram-Jauljivi Line,State,D/C,PTCUL,25.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
KPS2(GIS)-Lakadia 765kV D/C line (355ckm),Private,D/C,ADANI,355.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
765kV D/C KPS1 to KPS2 GIS (41ckm),Private,D/C,MEGHA,41.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"ACME Solar Holdings limited PS at Jaisalmer-
Fatehgarh (ISTS SS) line (Late Reported Commissioned Oct-24)",Private,S/C,ACME,16.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"AGEL (PSS-04) - KPS-1 (Section-2) 400 kV S/c line
(Late Reported Commissioned Feb-25)",Private,S/C,ADANIGREEN,10.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"AGEL (PSS-05) - KPS-1 (Section-2) 400 kV S/c line
(Late Reported Commissioned April-24)",Private,S/C,ADANIGREEN,8.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"AGEL (PSS-13)-KPS-1 (Section-2 kV S/c line (Late
Reported Commissioned Jan-25)",Private,S/C,ADANIGREEN,11.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Adani Renewable Energy Holding Four Limited
Power Plant -Bhadla-II PS 400 kV S/c line (Late Reported Commissioned Sep-24)",Private,S/C,AREHFL,11.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"RGESL PSS-4 at Solapur Konhali-Limbi Chincholi
(PGCIL) Solapur S/S (Late Reported Commissioned Jan-25)",Private,S/C,"Renew Green
Energy Solutions",13.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"SRPL (PSS-09) -KPS-1 (Bus Section-II) 400 kV S/c
line (Late Reported Commissioned Nov-24)",Private,S/C,Sarjan Realities,14.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"AREH4L 500 MW Power Plant S/s -Fatehgarh-II PS
220 kV D/c line (Late Reported Commissioned Nov-24)",Private,S/C,AREHFL,24.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"RSRPL at Gadag - Gadag SS (ISTS) (Late
Reported Commissioned Sept-24)",Private,S/C,"Renew Surya
Roshni",30.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Renew Surya Vihaan Private Limited Solar Power
Plant at Jaisalmer-PGCIL Fatehgarh-III PS",Private,S/C,"Renew Surya
Vihaan",13.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"M/s Sembcorb Green Infra Private Limited
generation pooling Station at Koppa-Gadag PS (ISTS SS) line (Late Reported Commissioned Sep- 24)",Private,S/C,Sembcorp Green Infra,54.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Serentica Renewables India Private Limited
(SRIPL) PS (Jaimalsar)-Bikaner II PS (ISTS) (Late Reported Commissioned Apr-24)",Private,S/C,"Serentica
Renewables India",8.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Serentica Renewables India 1 Private Limited
(SRI1PL) PS at Koppal to Koppal PS (ISTS) (Late Reported Commissioned May-24)",Private,S/C,"Serentica
Renewables India 1",5.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Vena Energy Vidyuth Private Limited PS at
Koppal-Gadag (ISTS PS) line (Late Reported Commissioned Oct-24)",Private,S/C,Vena Energy Vidyuth,58.0,Mar-25,2024-25,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO  of  Kobra (West) -Khedamara (Bhilai) S/c line  at  Dhardehi (Bilaspur) S/s,State,S/C,CSPTCL,14.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kushtagi-  Yelburga line,State,D/C,KPTCL,58.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nagewadi-  Bhokardhan line,State,D/C,MSETCL,90.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nuapada (Cuttack)-  Pratapsason line,State,D/C,OPTCL,92.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Manali -  Korattur S/c   Line  (Manali to Manjambakkam gantry  point-  OH line  & Manjambakkam gantry   point  to  Koratur-  UG Cable),State,S/C,TANTRANSCO,16.0,Apr-25,2025-26,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhadohi-Sahupuri Line,State,S/C,UPPTCL,77.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO  of  one  ckt.  of  400 kV  D/c  Kalisindh -  Anta Line  at  Sangod  GSS (Intra state  TBCB),Private,D/C,Adani,11.0,Apr-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Gokarna-New Chanditala line at
Satgachia GIS",State,D/C,WBSETCL,21.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Nunna-Gunadala line (Monopole),State,D/C,APTRANSCO,17.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Sector-65 - Palli line at 400 kV Kadarpur
SS",State,D/C,HVPNL,26.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV Shivajinagar to Ampyr Renewables
Energy resources Solar power Park (at Bhamer and Bhadgaon Tal. Sakri Dist Dhule)",State,S/C,MSETCL,11.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Umred-Nagbhid line (Part-II),State,D/C,MSETCL,49.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV Uppalwadi-Pardi underground cable
(circuit I)",State,D/C,MSETCL,13.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Virur-Gadchiroli line at 220 kV Konsari
substation (by M/s Lloyds Metal and Energy Ltd.)",State,D/C,MSETCL,32.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Nayagarh GSS to Railway Traction Substation at
Nayagarh",State,S/C,OPTCL,14.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Lilo of one ckt of Jamalpur-Dhandari Kalan line at
Sherpur SS (by replacing 66 kV Existing multi circuit line to 220kV)",State,D/C,PSTCL,2.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Khair-Harduaganj Line,State,D/C,UPPTCL,77.0,May-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Ckt-1 of 765 kV D/C KPS2-KPS3 line under Project
Establishment of Khavda Pooling Station-3 (KPS3) in Khavda RE Park (SPV Name POWERGRID KPS3 TRANSMISSION LIMITED)",Central,S/C,PGCIL,15.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400 kV D/C Jeypore (POWERGRID)-Jagdalpur
(CSPTCL) line under Project Inter-regional ER-WR Interconnection (SPV Name ERWR Power Transmission Ltd.)",Central,D/C,PGCIL,136.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Kathalguri (NEEPCO)-Namsai (POWERGRID) 220 kV D/C line under Project System Strengthening Scheme for Eastern and North Eastern Regions
(SPV Name POWERGRID ER NER Transmission Limited)",Central,D/C,PGCIL,142.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt of Mohana-Samalkha line at Jajji
SS",State,D/C,HVPNL,7.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Ghanagapura S/S Kalaburagi (Ferozabad) S/s to
Kapnoor line",State,D/C,KPTCL,21.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
